package,version,ecosystem,package_manager,license,license_family,dependency_scope,direct_or_transitive,is_dev_dependency,project_type,distribution_model,usage,linking_type,network_exposed,commercial_use,attribution_notice,license_text,source_modified,redistribution,license_confidence,risk,reason
rust-package-low-209,3.5.15,rust,cargo,CC0-1.0,Public Domain,build,direct,no,healthcare portal,hosted,shared library,service,no,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-210,3.4.6,python,pip,BSD-3-Clause,Permissive,optional,transitive,no,cybersecurity monitoring tool,distributed,automation library,unknown,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-211,1.9.1,python,pip,CC0-1.0,Public Domain,test,direct,no,embedded firmware,distributed,data processing module,unknown,yes,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-212,2.17.26,python,pip,CC0-1.0,Public Domain,test,direct,no,AI inference platform,distributed,backend framework,static,no,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-213,0.14.27,java,maven,BSD-3-Clause,Permissive,runtime,direct,yes,robotics control system,internal-only,data processing module,unknown,no,yes,preserved,included,possible,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-214,0.18.11,node,npm,Apache-2.0,Permissive,test,direct,no,healthcare portal,distributed,data processing module,service,yes,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-215,0.8.27,rust,cargo,Apache-2.0,Permissive,build,direct,yes,desktop application,internal-only,API service,static,yes,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-216,5.8.20,go,go-mod,Apache-2.0,Permissive,optional,transitive,no,enterprise analytics platform,internal-only,embedded library,dynamic,no,yes,preserved,included,possible,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-217,3.15.10,java,maven,BSD-3-Clause,Permissive,runtime,direct,no,robotics control system,hosted,embedded library,unknown,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-218,2.9.10,java,maven,BSD-2-Clause,Permissive,build,transitive,no,commercial closed-source software,hosted,backend framework,unknown,no,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-219,0.13.6,rust,cargo,BSD-2-Clause,Permissive,build,transitive,yes,banking middleware,hosted,model serving framework,service,no,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-220,0.12.20,node,npm,Unlicense,Public Domain,test,direct,no,enterprise analytics platform,internal-only,backend framework,dynamic,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-221,1.16.21,go,go-mod,Apache-2.0,Permissive,optional,direct,yes,DevOps automation platform,hosted,messaging framework,unknown,yes,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-222,3.2.23,node,npm,MIT,Permissive,runtime,direct,no,robotics control system,distributed,shared library,unknown,no,yes,preserved,included,possible,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-223,4.18.0,python,pip,Apache-2.0,Permissive,build,transitive,no,AI inference platform,internal-only,automation library,static,no,yes,preserved,included,possible,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-224,0.3.4,node,npm,BSD-2-Clause,Permissive,runtime,transitive,no,online education platform,distributed,embedded library,static,no,yes,preserved,included,no,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-225,4.19.19,node,npm,MIT,Permissive,test,direct,no,AI inference platform,internal-only,data processing module,static,yes,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-226,1.15.12,python,pip,Unlicense,Public Domain,runtime,direct,no,enterprise analytics platform,internal-only,visualization library,dynamic,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-227,3.11.17,go,go-mod,BSD-2-Clause,Permissive,build,transitive,yes,commercial SaaS platform,internal-only,backend framework,dynamic,no,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-228,4.9.20,rust,cargo,MIT,Permissive,optional,transitive,no,enterprise analytics platform,internal-only,workflow engine,static,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-229,1.4.17,go,go-mod,MIT,Permissive,test,transitive,yes,healthcare portal,internal-only,utility package,static,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-230,3.19.19,python,pip,BSD-2-Clause,Permissive,runtime,transitive,yes,mobile application,hosted,automation library,static,yes,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-231,4.16.25,java,maven,BSD-2-Clause,Permissive,test,direct,no,desktop application,internal-only,embedded library,service,yes,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-232,2.16.2,rust,cargo,BSD-3-Clause,Permissive,test,direct,no,financial reporting system,internal-only,API service,dynamic,no,yes,preserved,included,possible,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-233,2.3.28,node,npm,BSD-3-Clause,Permissive,runtime,direct,yes,commercial closed-source software,hosted,plugin framework,dynamic,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-234,0.17.25,node,npm,Apache-2.0,Permissive,optional,direct,no,cloud CRM platform,distributed,visualization library,service,no,yes,preserved,included,no,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-235,4.1.5,python,pip,BSD-3-Clause,Permissive,build,direct,no,enterprise analytics platform,distributed,messaging framework,service,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-236,0.11.6,rust,cargo,CC0-1.0,Public Domain,test,transitive,yes,financial reporting system,distributed,data processing module,unknown,no,yes,preserved,included,possible,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-237,0.13.0,node,npm,Apache-2.0,Permissive,build,transitive,yes,DevOps automation platform,hosted,embedded library,unknown,yes,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-238,4.7.13,node,npm,MIT,Permissive,optional,direct,yes,banking middleware,hosted,core library,static,yes,yes,preserved,included,no,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-239,5.2.18,rust,cargo,BSD-3-Clause,Permissive,runtime,direct,no,enterprise analytics platform,internal-only,data processing module,dynamic,no,yes,preserved,included,possible,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-240,2.10.29,java,maven,Apache-2.0,Permissive,optional,transitive,no,financial reporting system,distributed,plugin framework,dynamic,no,yes,preserved,included,no,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-241,0.5.14,node,npm,MIT,Permissive,optional,transitive,no,mobile application,internal-only,API service,static,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-242,0.5.25,python,pip,BSD-3-Clause,Permissive,test,direct,yes,DevOps automation platform,hosted,backend framework,static,no,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-243,2.5.0,java,maven,MIT,Permissive,optional,transitive,yes,mobile application,distributed,backend framework,static,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-244,1.12.11,node,npm,Apache-2.0,Permissive,runtime,transitive,yes,commercial SaaS platform,hosted,plugin framework,unknown,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-245,3.1.5,python,pip,MIT,Permissive,optional,transitive,no,commercial SaaS platform,distributed,model serving framework,unknown,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-246,2.14.28,java,maven,Apache-2.0,Permissive,build,direct,yes,healthcare portal,distributed,utility package,unknown,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-247,3.6.20,node,npm,BSD-2-Clause,Permissive,build,direct,no,robotics control system,distributed,workflow engine,unknown,no,yes,preserved,included,possible,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-248,2.5.0,rust,cargo,BSD-3-Clause,Permissive,test,direct,yes,banking middleware,hosted,embedded library,unknown,yes,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-249,0.7.21,node,npm,Apache-2.0,Permissive,build,transitive,yes,cloud CRM platform,internal-only,messaging framework,unknown,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-250,2.11.29,go,go-mod,Apache-2.0,Permissive,runtime,transitive,yes,AI inference platform,distributed,workflow engine,service,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-251,1.19.7,python,pip,MIT,Permissive,runtime,transitive,yes,DevOps automation platform,internal-only,plugin framework,static,no,yes,preserved,included,possible,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-252,0.4.18,python,pip,BSD-3-Clause,Permissive,build,direct,no,enterprise analytics platform,distributed,automation library,unknown,yes,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-253,1.5.23,java,maven,BSD-3-Clause,Permissive,optional,transitive,no,embedded firmware,internal-only,workflow engine,service,no,yes,preserved,included,possible,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-254,2.9.4,rust,cargo,Apache-2.0,Permissive,build,direct,no,commercial closed-source software,hosted,data processing module,service,yes,yes,preserved,included,no,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-255,3.4.10,python,pip,CC0-1.0,Public Domain,runtime,direct,no,DevOps automation platform,hosted,model serving framework,dynamic,yes,yes,preserved,included,possible,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-256,3.0.8,java,maven,Unlicense,Public Domain,build,direct,yes,robotics control system,distributed,embedded library,dynamic,yes,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-257,5.13.5,rust,cargo,BSD-2-Clause,Permissive,optional,transitive,no,robotics control system,internal-only,utility package,dynamic,no,yes,preserved,included,possible,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-258,1.14.2,node,npm,Unlicense,Public Domain,runtime,transitive,yes,DevOps automation platform,distributed,backend framework,dynamic,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-259,4.2.10,python,pip,Apache-2.0,Permissive,optional,direct,no,embedded firmware,internal-only,visualization library,unknown,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-260,1.13.22,node,npm,BSD-3-Clause,Permissive,test,transitive,no,cloud CRM platform,hosted,core library,unknown,yes,yes,preserved,included,possible,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-261,2.0.13,python,pip,Apache-2.0,Permissive,runtime,transitive,no,AI inference platform,hosted,core library,static,no,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-262,0.9.25,rust,cargo,MIT,Permissive,optional,transitive,no,banking middleware,hosted,model serving framework,unknown,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-263,3.1.8,node,npm,BSD-3-Clause,Permissive,optional,transitive,no,cloud CRM platform,distributed,data processing module,dynamic,no,yes,preserved,included,possible,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-264,5.11.25,python,pip,MIT,Permissive,optional,direct,yes,industrial IoT platform,internal-only,utility package,unknown,yes,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-265,3.1.16,python,pip,BSD-3-Clause,Permissive,build,direct,no,embedded firmware,hosted,plugin framework,static,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-266,1.20.4,rust,cargo,MIT,Permissive,test,transitive,yes,enterprise analytics platform,distributed,workflow engine,unknown,yes,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-267,0.19.18,rust,cargo,CC0-1.0,Public Domain,optional,direct,no,desktop application,hosted,data processing module,dynamic,no,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-268,2.13.8,go,go-mod,BSD-3-Clause,Permissive,optional,transitive,no,commercial closed-source software,hosted,SDK integration,unknown,no,yes,preserved,included,possible,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-269,0.12.28,rust,cargo,Unlicense,Public Domain,test,direct,yes,cybersecurity monitoring tool,distributed,visualization library,service,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-270,3.3.27,java,maven,BSD-3-Clause,Permissive,build,direct,no,financial reporting system,distributed,SDK integration,unknown,yes,yes,preserved,included,possible,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-271,1.13.23,rust,cargo,Apache-2.0,Permissive,optional,transitive,yes,embedded firmware,hosted,SDK integration,unknown,no,yes,preserved,included,possible,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-272,1.6.26,node,npm,MIT,Permissive,runtime,direct,yes,financial reporting system,hosted,visualization library,service,yes,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-273,4.12.20,rust,cargo,BSD-3-Clause,Permissive,runtime,direct,yes,robotics control system,distributed,data processing module,unknown,no,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-274,2.5.26,java,maven,CC0-1.0,Public Domain,test,direct,no,commercial SaaS platform,distributed,core library,static,yes,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-275,5.6.8,node,npm,Unlicense,Public Domain,optional,direct,yes,cybersecurity monitoring tool,hosted,model serving framework,static,yes,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-276,2.20.8,go,go-mod,BSD-3-Clause,Permissive,optional,transitive,no,financial reporting system,distributed,plugin framework,unknown,no,yes,preserved,included,possible,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-277,4.3.0,rust,cargo,CC0-1.0,Public Domain,test,transitive,no,mobile application,distributed,backend framework,service,no,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-278,5.20.9,java,maven,BSD-3-Clause,Permissive,build,direct,yes,commercial closed-source software,internal-only,utility package,service,yes,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-279,2.8.29,rust,cargo,MIT,Permissive,optional,transitive,no,commercial closed-source software,internal-only,automation library,static,no,yes,preserved,included,possible,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-280,5.15.29,go,go-mod,Apache-2.0,Permissive,test,transitive,yes,embedded firmware,distributed,backend framework,unknown,no,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-281,1.10.20,go,go-mod,Unlicense,Public Domain,runtime,direct,no,cloud CRM platform,internal-only,messaging framework,service,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-282,2.14.27,go,go-mod,BSD-3-Clause,Permissive,runtime,transitive,yes,enterprise analytics platform,distributed,visualization library,static,yes,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-283,2.13.1,go,go-mod,BSD-2-Clause,Permissive,build,direct,yes,DevOps automation platform,distributed,data processing module,unknown,no,yes,preserved,included,no,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-284,3.10.20,python,pip,Apache-2.0,Permissive,build,transitive,yes,commercial SaaS platform,distributed,SDK integration,static,no,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-285,1.19.13,python,pip,BSD-2-Clause,Permissive,optional,transitive,no,cybersecurity monitoring tool,distributed,core library,dynamic,yes,yes,preserved,included,no,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-286,2.16.6,python,pip,BSD-3-Clause,Permissive,runtime,direct,yes,cloud CRM platform,internal-only,visualization library,service,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-287,4.9.5,go,go-mod,BSD-2-Clause,Permissive,runtime,direct,no,healthcare portal,distributed,automation library,service,no,yes,preserved,included,possible,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-288,2.6.5,rust,cargo,BSD-3-Clause,Permissive,optional,direct,yes,cloud CRM platform,internal-only,shared library,static,yes,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-289,0.11.22,node,npm,CC0-1.0,Public Domain,runtime,transitive,no,commercial closed-source software,internal-only,core library,dynamic,yes,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-290,3.14.12,python,pip,Unlicense,Public Domain,runtime,transitive,no,desktop application,hosted,automation library,dynamic,no,yes,preserved,included,no,possible,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-291,2.19.19,go,go-mod,MIT,Permissive,build,transitive,yes,mobile application,distributed,backend framework,dynamic,no,yes,preserved,included,no,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-292,4.6.11,java,maven,Apache-2.0,Permissive,optional,transitive,yes,commercial closed-source software,internal-only,frontend component,static,yes,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-293,0.2.29,python,pip,Apache-2.0,Permissive,runtime,transitive,yes,enterprise analytics platform,internal-only,backend framework,dynamic,no,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-294,2.14.1,java,maven,BSD-2-Clause,Permissive,runtime,direct,yes,healthcare portal,distributed,embedded library,service,no,yes,preserved,included,possible,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-295,0.4.21,python,pip,MIT,Permissive,build,transitive,no,financial reporting system,internal-only,SDK integration,dynamic,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-296,3.14.8,rust,cargo,MIT,Permissive,optional,transitive,no,embedded firmware,hosted,shared library,dynamic,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-297,4.14.5,rust,cargo,CC0-1.0,Public Domain,optional,transitive,yes,desktop application,distributed,visualization library,unknown,no,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-298,2.20.10,python,pip,MIT,Permissive,runtime,direct,no,mobile application,distributed,model serving framework,static,no,yes,preserved,included,no,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-299,1.17.28,rust,cargo,Unlicense,Public Domain,runtime,direct,yes,cybersecurity monitoring tool,distributed,messaging framework,static,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-300,2.1.16,java,maven,Apache-2.0,Permissive,build,transitive,no,cloud CRM platform,hosted,frontend component,unknown,yes,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-301,2.3.15,rust,cargo,BSD-2-Clause,Permissive,runtime,direct,no,online education platform,hosted,workflow engine,dynamic,no,yes,preserved,included,possible,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-302,4.17.6,java,maven,Unlicense,Public Domain,optional,transitive,no,commercial closed-source software,hosted,messaging framework,unknown,no,yes,preserved,included,possible,possible,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-303,5.11.22,rust,cargo,CC0-1.0,Public Domain,optional,direct,yes,cloud CRM platform,hosted,API service,service,yes,yes,preserved,included,no,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-304,5.3.1,java,maven,CC0-1.0,Public Domain,build,transitive,yes,online education platform,hosted,SDK integration,static,no,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-305,1.10.3,rust,cargo,Apache-2.0,Permissive,optional,direct,yes,financial reporting system,distributed,model serving framework,static,no,yes,preserved,included,no,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-306,4.13.26,python,pip,Unlicense,Public Domain,optional,direct,yes,desktop application,hosted,utility package,service,yes,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-307,2.12.30,node,npm,CC0-1.0,Public Domain,test,transitive,no,desktop application,hosted,utility package,service,yes,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-308,5.6.6,go,go-mod,Unlicense,Public Domain,build,transitive,no,desktop application,internal-only,model serving framework,static,yes,yes,preserved,included,possible,possible,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-309,5.3.24,java,maven,Unlicense,Public Domain,test,transitive,no,healthcare portal,distributed,embedded library,dynamic,yes,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-310,0.1.6,node,npm,BSD-2-Clause,Permissive,test,direct,no,banking middleware,hosted,messaging framework,dynamic,yes,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-311,2.14.3,python,pip,CC0-1.0,Public Domain,build,transitive,yes,healthcare portal,internal-only,model serving framework,dynamic,no,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-312,4.1.0,java,maven,Unlicense,Public Domain,test,direct,no,cloud CRM platform,internal-only,automation library,service,yes,yes,preserved,included,possible,possible,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-313,5.6.9,node,npm,CC0-1.0,Public Domain,optional,direct,yes,embedded firmware,hosted,automation library,dynamic,no,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-314,2.4.5,go,go-mod,BSD-3-Clause,Permissive,test,direct,no,financial reporting system,internal-only,visualization library,static,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-315,5.19.26,python,pip,CC0-1.0,Public Domain,test,transitive,no,enterprise analytics platform,internal-only,API service,static,no,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-316,3.17.17,node,npm,CC0-1.0,Public Domain,optional,direct,no,cloud CRM platform,hosted,model serving framework,service,no,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-317,4.15.17,go,go-mod,Apache-2.0,Permissive,runtime,direct,no,financial reporting system,hosted,visualization library,static,no,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-318,3.8.17,python,pip,BSD-2-Clause,Permissive,test,direct,no,financial reporting system,distributed,core library,service,yes,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-319,0.5.30,python,pip,CC0-1.0,Public Domain,runtime,direct,yes,AI inference platform,internal-only,utility package,dynamic,no,yes,preserved,included,possible,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-320,5.2.23,rust,cargo,Unlicense,Public Domain,build,direct,no,DevOps automation platform,hosted,backend framework,dynamic,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-321,4.7.29,python,pip,CC0-1.0,Public Domain,test,transitive,no,financial reporting system,internal-only,utility package,unknown,no,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-322,4.0.20,python,pip,Unlicense,Public Domain,runtime,direct,yes,robotics control system,internal-only,backend framework,service,yes,yes,preserved,included,no,possible,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-323,3.12.12,java,maven,MIT,Permissive,runtime,transitive,yes,cloud CRM platform,hosted,automation library,unknown,yes,yes,preserved,included,no,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-324,5.20.11,java,maven,Apache-2.0,Permissive,runtime,direct,yes,commercial closed-source software,hosted,data processing module,unknown,yes,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-325,5.11.6,node,npm,BSD-3-Clause,Permissive,optional,direct,yes,embedded firmware,hosted,data processing module,service,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-326,0.17.14,go,go-mod,Unlicense,Public Domain,runtime,transitive,yes,banking middleware,hosted,plugin framework,unknown,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-327,0.9.19,node,npm,Unlicense,Public Domain,runtime,direct,no,cybersecurity monitoring tool,distributed,API service,service,yes,yes,preserved,included,possible,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
